ACCOUNT_ID,CUSTOMER_ID,INIT_BALANCE,COUNTRY,ACCOUNT_TYPE,IS_FRAUD,TX_BEHAVIOR_ID,OCCUPATION,SOURCE_OF_FUNDS,PEP_STATUS,DOCUMENT_STATUS,SANCTIONS_STATUS,KYC_STATUS,RISK_SCORE,RISK_LEVEL,RISK_REASONS,EDD_REQUIRED,EDD_STATUS
216,C_216,163.31,US,I,False,1,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
217,C_217,108.35,US,I,False,1,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
218,C_218,172.56,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
219,C_219,198.68,US,I,False,1,Business Owner,Investment,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
220,C_220,280.36,US,I,True,2,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
221,C_221,335.7,US,I,True,2,Software Developer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
222,C_222,263.24,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
223,C_223,242.7,US,I,False,2,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
224,C_224,343.46,US,I,False,2,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
225,C_225,200.47,US,I,False,2,Teacher,Savings,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
226,C_226,364.55,US,I,False,2,Student,Family Support,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
227,C_227,305.67,US,I,False,2,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
228,C_228,219.56,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
229,C_229,223.78,US,I,False,2,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
230,C_230,329.85,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
231,C_231,374.73,US,I,False,2,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
232,C_232,256.0,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
233,C_233,395.7,US,I,False,2,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
234,C_234,220.04,US,I,False,2,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
235,C_235,370.79,US,I,False,2,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
236,C_236,279.34,US,I,False,2,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
237,C_237,216.27,US,I,False,2,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
238,C_238,254.94,US,I,False,2,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
239,C_239,290.6,US,I,False,2,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
240,C_240,558.47,US,I,False,3,Consultant,Business Income,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
241,C_241,572.27,US,I,False,3,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
242,C_242,426.68,US,I,False,3,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
243,C_243,504.17,US,I,False,3,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
244,C_244,530.16,US,I,True,3,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
245,C_245,469.41,US,I,False,3,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
246,C_246,574.37,US,I,False,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
247,C_247,455.68,US,I,False,3,Software Developer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
248,C_248,403.71,US,I,False,3,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
249,C_249,408.13,US,I,True,3,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
250,C_250,536.2,US,I,False,3,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
251,C_251,511.67,US,I,True,3,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
252,C_252,589.3,US,I,False,3,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
253,C_253,587.69,US,I,True,3,Engineer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
254,C_254,581.97,US,I,False,3,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
255,C_255,408.4,US,I,False,3,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
256,C_256,549.83,US,I,False,3,Teacher,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
257,C_257,540.26,US,I,True,3,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
258,C_258,531.07,US,I,True,3,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
259,C_259,542.47,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
260,C_260,190.27,US,I,True,4,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
261,C_261,164.01,US,I,False,4,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
262,C_262,137.24,US,I,False,4,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
263,C_263,153.79,US,I,False,4,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
264,C_264,120.78,US,I,False,4,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
265,C_265,158.71,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
266,C_266,100.89,US,I,True,4,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
267,C_267,115.1,US,I,False,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
268,C_268,133.34,US,I,False,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
269,C_269,178.96,US,I,True,4,Business Owner,Business Income,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
270,C_270,171.85,US,I,False,4,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
271,C_271,133.83,US,I,False,4,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
272,C_272,162.05,US,I,False,4,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
273,C_273,104.12,US,I,True,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
274,C_274,116.39,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
275,C_275,198.19,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
276,C_276,128.95,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
277,C_277,139.48,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
278,C_278,154.85,US,I,False,4,Software Developer,Unknown,No,Verified,Potential Match,Manual Review,70,High,Unknown source of funds; Potential sanctions match,Yes,Pending Review
279,C_279,129.34,US,I,False,4,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
280,C_280,295.61,US,I,False,5,Software Developer,Savings,No,Rejected,Cleared,Rejected,40,Medium,Rejected documents,No,Not Required
281,C_281,247.94,US,I,False,5,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
282,C_282,209.65,US,I,False,5,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
283,C_283,235.92,US,I,False,5,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
284,C_284,304.61,US,I,False,5,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
285,C_285,214.17,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
286,C_286,280.63,US,I,False,5,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
287,C_287,265.7,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
288,C_288,282.94,US,I,False,5,Engineer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
289,C_289,219.88,US,I,True,5,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
290,C_290,381.73,US,I,False,5,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
291,C_291,294.8,US,I,False,5,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
292,C_292,368.17,US,I,False,5,Consultant,Unknown,Yes,Verified,Cleared,Verified,60,High,PEP status; Unknown source of funds,Yes,Pending Review
293,C_293,395.25,US,I,False,5,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
294,C_294,268.73,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
295,C_295,295.82,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
296,C_296,339.92,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
297,C_297,285.31,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
298,C_298,260.38,US,I,True,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
299,C_299,346.95,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
300,C_300,189.44,US,I,False,1,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
301,C_301,191.97,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
302,C_302,162.67,US,I,False,1,Consultant,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
303,C_303,137.56,US,I,False,1,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
304,C_304,197.46,US,I,False,1,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
305,C_305,163.89,US,I,False,1,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
306,C_306,106.58,US,I,False,1,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
307,C_307,108.47,US,I,False,1,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
308,C_308,174.99,US,I,False,1,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
309,C_309,106.12,US,I,False,1,Business Owner,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
310,C_310,100.79,US,I,False,1,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
311,C_311,139.38,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
312,C_312,151.9,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
313,C_313,144.85,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
314,C_314,148.86,US,I,False,1,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
315,C_315,158.49,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
316,C_316,167.93,US,I,False,1,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
317,C_317,142.3,US,I,False,1,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
318,C_318,136.83,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
319,C_319,198.85,US,I,False,1,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
320,C_320,252.18,US,I,True,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
321,C_321,355.42,US,I,False,2,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
322,C_322,286.24,US,I,False,2,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
323,C_323,271.7,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
324,C_324,212.77,US,I,False,2,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
325,C_325,372.72,US,I,False,2,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
326,C_326,340.4,US,I,False,2,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
327,C_327,380.6,US,I,False,2,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
328,C_328,290.32,US,I,True,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
329,C_329,335.38,US,I,False,2,Software Developer,Unknown,No,Verified,Potential Match,Manual Review,70,High,Unknown source of funds; Potential sanctions match,Yes,Pending Review
330,C_330,223.78,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
331,C_331,279.59,US,I,False,2,Business Owner,Investment,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
332,C_332,241.45,US,I,True,2,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
333,C_333,208.42,US,I,False,2,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
334,C_334,389.59,US,I,False,2,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
335,C_335,243.18,US,I,False,2,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
336,C_336,229.27,US,I,False,2,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
337,C_337,239.59,US,I,False,2,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
338,C_338,275.61,US,I,False,2,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
339,C_339,309.28,US,I,False,2,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
340,C_340,430.27,US,I,False,3,Software Developer,Savings,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
341,C_341,597.74,US,I,False,3,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
342,C_342,596.6,US,I,False,3,Engineer,Salary,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
343,C_343,429.68,US,I,False,3,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
344,C_344,481.18,US,I,False,3,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
345,C_345,535.99,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
346,C_346,575.53,US,I,False,3,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
347,C_347,499.08,US,I,False,3,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
348,C_348,583.41,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
349,C_349,464.49,US,I,False,3,Engineer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
350,C_350,499.69,US,I,True,3,Consultant,Business Income,No,Rejected,Cleared,Rejected,40,Medium,Rejected documents,No,Not Required
351,C_351,499.73,US,I,True,3,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
352,C_352,534.01,US,I,True,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
353,C_353,440.4,US,I,False,3,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
354,C_354,521.95,US,I,False,3,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
355,C_355,443.75,US,I,True,3,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
356,C_356,468.04,US,I,True,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
357,C_357,592.51,US,I,False,3,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
358,C_358,579.8,US,I,True,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
359,C_359,563.62,US,I,False,3,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
360,C_360,103.55,US,I,False,4,Consultant,Savings,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
361,C_361,114.84,US,I,False,4,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
362,C_362,125.69,US,I,False,4,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
363,C_363,178.42,US,I,False,4,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
364,C_364,184.23,US,I,False,4,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
365,C_365,158.29,US,I,False,4,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
366,C_366,171.81,US,I,False,4,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
367,C_367,180.71,US,I,True,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
368,C_368,106.64,US,I,True,4,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
369,C_369,108.46,US,I,False,4,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
370,C_370,186.89,US,I,False,4,Consultant,Business Income,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
371,C_371,103.94,US,I,False,4,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
372,C_372,122.51,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
373,C_373,104.06,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
374,C_374,101.53,US,I,False,4,Business Owner,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
375,C_375,184.4,US,I,False,4,Software Developer,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
376,C_376,133.06,US,I,True,4,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
377,C_377,116.07,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
378,C_378,114.88,US,I,False,4,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
379,C_379,165.61,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
380,C_380,393.72,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
381,C_381,301.0,US,I,True,5,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
382,C_382,380.22,US,I,False,5,Software Developer,Savings,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
383,C_383,300.49,US,I,False,5,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
384,C_384,314.77,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
385,C_385,335.71,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
386,C_386,361.02,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
387,C_387,351.57,US,I,False,5,Engineer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
388,C_388,398.11,US,I,True,5,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
389,C_389,349.39,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
390,C_390,381.16,US,I,False,5,Consultant,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
391,C_391,241.22,US,I,False,5,Consultant,Investment,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
392,C_392,307.08,US,I,False,5,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
393,C_393,319.72,US,I,False,5,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
394,C_394,365.14,US,I,False,5,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
395,C_395,296.44,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
396,C_396,358.21,US,I,False,5,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
397,C_397,277.71,US,I,False,5,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
398,C_398,317.28,US,I,False,5,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
399,C_399,370.26,US,I,False,5,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
400,C_400,179.81,US,I,False,1,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
401,C_401,165.7,US,I,False,1,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
402,C_402,100.02,US,I,False,1,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
403,C_403,118.2,US,I,False,1,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
404,C_404,150.69,US,I,True,1,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
405,C_405,125.45,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
406,C_406,106.56,US,I,False,1,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
407,C_407,185.99,US,I,False,1,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
408,C_408,194.29,US,I,False,1,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
409,C_409,130.28,US,I,False,1,Consultant,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
410,C_410,140.81,US,I,True,1,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
411,C_411,181.0,US,I,False,1,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
412,C_412,106.23,US,I,False,1,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
413,C_413,164.1,US,I,False,1,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
414,C_414,112.73,US,I,True,1,Consultant,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
415,C_415,128.71,US,I,False,1,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
416,C_416,182.99,US,I,False,1,Software Developer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
417,C_417,105.55,US,I,False,1,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
418,C_418,103.59,US,I,False,1,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
419,C_419,141.79,US,I,False,1,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
420,C_420,298.37,US,I,False,2,Engineer,Investment,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
421,C_421,372.67,US,I,False,2,Engineer,Salary,Yes,Pending,Cleared,Pending,55,Medium,PEP status; Pending documents,Yes,Pending Review
422,C_422,343.44,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
423,C_423,334.71,US,I,False,2,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
424,C_424,230.27,US,I,True,2,Business Owner,Savings,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
425,C_425,397.34,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
426,C_426,282.23,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
427,C_427,322.35,US,I,False,2,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
428,C_428,277.34,US,I,False,2,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
429,C_429,209.41,US,I,False,2,Software Developer,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
430,C_430,294.18,US,I,False,2,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
431,C_431,230.27,US,I,False,2,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
432,C_432,206.49,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
433,C_433,323.48,US,I,False,2,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
434,C_434,325.99,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
