GENERATED_ALERT_ID,TX_ID,SENDER_ACCOUNT_ID,RECEIVER_ACCOUNT_ID,CUSTOMER_ID,TX_AMOUNT,TIMESTAMP,KYC_STATUS,RISK_SCORE,RISK_LEVEL,EDD_REQUIRED,TX_COUNT_30_MIN,UNIQUE_RECEIVER_COUNT_30_MIN,ALERT_REASON,ALERT_SEVERITY,CASE_STATUS,IS_FRAUD
AML-000001,524,979,153,C_979,191.63,1970-01-01 00:00:00.000000001,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000696,53587,979,793,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000697,53588,979,892,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000698,53589,979,970,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000699,53590,979,354,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000700,53591,979,993,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000701,53592,979,851,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000702,53593,979,994,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000703,53594,979,631,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000704,53595,979,995,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000705,53596,979,435,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000706,53597,979,974,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000707,53598,979,732,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000708,53599,979,754,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000709,53600,979,953,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000710,53601,979,315,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000711,53602,979,317,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000712,53603,979,934,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000713,53604,979,978,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000714,53605,979,282,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000715,53606,979,262,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000716,53607,979,185,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000717,53608,979,384,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000718,53609,979,164,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000719,53610,979,241,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000720,53611,979,760,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000721,53612,979,167,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000722,53613,979,861,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000723,53614,979,245,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000724,53615,979,962,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000725,53616,979,622,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000726,53617,979,987,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000727,53618,979,867,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000728,53619,979,726,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000729,53620,979,947,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000730,53621,979,827,C_979,191.63,1970-01-01 00:00:00.000000091,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000731,53858,978,473,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000732,53859,978,452,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000733,53860,978,233,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000734,53861,978,454,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000735,53862,978,971,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000736,53863,978,993,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000737,53864,978,894,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000738,53865,978,598,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000739,53866,978,235,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000740,53867,978,775,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000741,53868,978,511,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000742,53869,978,974,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000743,53870,978,732,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000744,53871,978,832,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000745,53872,978,854,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000746,53873,978,997,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000747,53874,978,755,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000748,53875,978,998,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000749,53876,978,812,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000750,53877,978,636,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000751,53878,978,736,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000752,53879,978,814,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000753,53880,978,836,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000754,53881,978,936,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000755,53882,978,937,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000756,53883,978,818,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000757,53884,978,918,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000758,53885,978,682,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000759,53886,978,222,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000760,53887,978,641,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000761,53888,978,985,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000762,53889,978,248,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000763,53890,978,645,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000764,53891,978,942,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000765,53892,978,986,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000766,53893,978,944,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000767,53894,978,649,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000768,53895,978,906,C_978,135.33,1970-01-01 00:00:00.000000091,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000769,55599,329,762,C_329,117330.61,1970-01-01 00:00:00.000000094,Manual Review,70,High,Yes,14,6,High-risk customer activity,High,Open,False
AML-000770,58853,21,970,C_21,162920.7,1970-01-01 00:00:00.000000099,Verified,60,High,Yes,15,3,High-risk customer activity,High,Open,False
AML-000771,59401,978,473,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000772,59402,978,452,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000773,59403,978,233,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000774,59404,978,454,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000775,59405,978,971,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000776,59406,978,993,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000777,59407,978,894,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000778,59408,978,598,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000779,59409,978,235,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000780,59410,978,775,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000781,59411,978,511,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000782,59412,978,974,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000783,59413,978,732,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000784,59414,978,832,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000785,59415,978,854,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000786,59416,978,997,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000787,59417,978,755,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000788,59418,978,998,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000789,59419,978,812,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000790,59420,978,636,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000791,59421,978,736,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000792,59422,978,814,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000793,59423,978,836,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000794,59424,978,936,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000795,59425,978,937,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000796,59426,978,818,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000797,59427,978,918,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000798,59428,978,682,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000799,59429,978,222,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000800,59430,978,641,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000801,59431,978,985,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000802,59432,978,248,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000803,59433,978,645,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000804,59434,978,942,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000805,59435,978,986,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000806,59436,978,944,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000807,59437,978,649,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000808,59438,978,906,C_978,135.33,1970-01-01 00:00:00.000000101,Pending,15,Low,No,761,39,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000809,59952,979,153,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000810,59953,979,891,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000811,59954,979,793,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000812,59955,979,892,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000813,59956,979,970,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000814,59957,979,354,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000815,59958,979,993,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000816,59959,979,851,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000817,59960,979,994,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000818,59961,979,631,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000819,59962,979,995,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000820,59963,979,435,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000821,59964,979,974,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000822,59965,979,732,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000823,59966,979,754,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000824,59967,979,953,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000825,59968,979,315,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000826,59969,979,317,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000827,59970,979,934,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000828,59971,979,978,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000829,59972,979,282,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000830,59973,979,262,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000831,59974,979,185,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000832,59975,979,384,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000833,59976,979,164,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000834,59977,979,241,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000835,59978,979,760,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000836,59979,979,167,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000837,59980,979,861,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000838,59981,979,245,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000839,59982,979,962,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000840,59983,979,622,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000841,59984,979,987,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000842,59985,979,867,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000843,59986,979,726,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000844,59987,979,947,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000845,59988,979,827,C_979,191.63,1970-01-01 00:00:00.000000101,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000846,60285,130,302,C_130,213151.09,1970-01-01 00:00:00.000000102,Rejected,60,High,Yes,18,5,High-risk customer activity,High,Open,False
AML-000847,64244,21,180,C_21,161802.31,1970-01-01 00:00:00.000000108,Verified,60,High,Yes,15,3,High-risk customer activity,High,Open,False
AML-000848,65052,130,215,C_130,340687.06,1970-01-01 00:00:00.000000110,Rejected,60,High,Yes,18,5,High-risk customer activity,High,Open,False
AML-000849,65397,979,153,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000850,65398,979,891,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000851,65399,979,793,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000852,65400,979,892,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000853,65401,979,970,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000854,65402,979,354,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000855,65403,979,993,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000856,65404,979,851,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000857,65405,979,994,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000858,65406,979,631,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000859,65407,979,995,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000860,65408,979,435,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000861,65409,979,974,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000862,65410,979,732,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000863,65411,979,754,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000864,65412,979,953,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000865,65413,979,315,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000866,65414,979,317,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000867,65415,979,934,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000868,65416,979,978,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000869,65417,979,282,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000870,65418,979,262,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
AML-000871,65419,979,185,C_979,191.63,1970-01-01 00:00:00.000000111,Verified,0,Low,No,740,37,High transaction frequency; Fan-out activity,Medium,Open,False
