ACCOUNT_ID,CUSTOMER_ID,INIT_BALANCE,COUNTRY,ACCOUNT_TYPE,IS_FRAUD,TX_BEHAVIOR_ID,OCCUPATION,SOURCE_OF_FUNDS,PEP_STATUS,DOCUMENT_STATUS,SANCTIONS_STATUS
356,C_356,468.04,US,I,True,3,Software Developer,Salary,No,Verified,Cleared
357,C_357,592.51,US,I,False,3,Business Owner,Investment,No,Verified,Cleared
358,C_358,579.8,US,I,True,3,Student,Family Support,No,Verified,Cleared
359,C_359,563.62,US,I,False,3,Engineer,Investment,No,Verified,Cleared
360,C_360,103.55,US,I,False,4,Consultant,Savings,No,Pending,Cleared
361,C_361,114.84,US,I,False,4,Business Owner,Investment,No,Verified,Cleared
362,C_362,125.69,US,I,False,4,Consultant,Business Income,No,Verified,Cleared
363,C_363,178.42,US,I,False,4,Consultant,Business Income,No,Verified,Cleared
364,C_364,184.23,US,I,False,4,Engineer,Salary,No,Verified,Cleared
365,C_365,158.29,US,I,False,4,Consultant,Savings,No,Verified,Cleared
366,C_366,171.81,US,I,False,4,Engineer,Salary,No,Verified,Cleared
367,C_367,180.71,US,I,True,4,Student,Savings,No,Verified,Cleared
368,C_368,106.64,US,I,True,4,Software Developer,Investment,No,Verified,Cleared
369,C_369,108.46,US,I,False,4,Consultant,Business Income,No,Verified,Cleared
370,C_370,186.89,US,I,False,4,Consultant,Business Income,No,Pending,Cleared
371,C_371,103.94,US,I,False,4,Consultant,Salary,No,Verified,Cleared
372,C_372,122.51,US,I,False,4,Teacher,Salary,No,Verified,Cleared
373,C_373,104.06,US,I,False,4,Teacher,Salary,No,Verified,Cleared
374,C_374,101.53,US,I,False,4,Business Owner,Unknown,No,Verified,Cleared
375,C_375,184.4,US,I,False,4,Software Developer,Investment,No,Pending,Cleared
376,C_376,133.06,US,I,True,4,Software Developer,Salary,No,Verified,Cleared
377,C_377,116.07,US,I,False,4,Teacher,Salary,No,Verified,Cleared
378,C_378,114.88,US,I,False,4,Business Owner,Business Income,No,Verified,Cleared
379,C_379,165.61,US,I,False,4,Teacher,Savings,No,Verified,Cleared
380,C_380,393.72,US,I,False,5,Student,Family Support,No,Verified,Cleared
381,C_381,301.0,US,I,True,5,Business Owner,Savings,No,Verified,Cleared
382,C_382,380.22,US,I,False,5,Software Developer,Savings,Yes,Verified,Cleared
383,C_383,300.49,US,I,False,5,Software Developer,Salary,No,Verified,Cleared
384,C_384,314.77,US,I,False,5,Teacher,Salary,No,Verified,Cleared
385,C_385,335.71,US,I,False,5,Student,Family Support,No,Verified,Cleared
386,C_386,361.02,US,I,False,5,Teacher,Salary,No,Verified,Cleared
387,C_387,351.57,US,I,False,5,Engineer,Salary,No,Pending,Cleared
388,C_388,398.11,US,I,True,5,Engineer,Investment,No,Verified,Cleared
389,C_389,349.39,US,I,False,5,Student,Family Support,No,Verified,Cleared
390,C_390,381.16,US,I,False,5,Consultant,Unknown,No,Verified,Cleared
391,C_391,241.22,US,I,False,5,Consultant,Investment,Yes,Verified,Cleared
392,C_392,307.08,US,I,False,5,Engineer,Unknown,No,Verified,Cleared
393,C_393,319.72,US,I,False,5,Engineer,Investment,No,Verified,Cleared
394,C_394,365.14,US,I,False,5,Consultant,Salary,No,Verified,Cleared
395,C_395,296.44,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared
396,C_396,358.21,US,I,False,5,Consultant,Savings,No,Verified,Cleared
397,C_397,277.71,US,I,False,5,Teacher,Savings,No,Verified,Cleared
398,C_398,317.28,US,I,False,5,Business Owner,Investment,No,Verified,Cleared
399,C_399,370.26,US,I,False,5,Teacher,Savings,No,Verified,Cleared
400,C_400,179.81,US,I,False,1,Engineer,Unknown,No,Verified,Cleared
401,C_401,165.7,US,I,False,1,Business Owner,Business Income,No,Verified,Cleared
402,C_402,100.02,US,I,False,1,Teacher,Unknown,No,Verified,Cleared
403,C_403,118.2,US,I,False,1,Teacher,Salary,No,Verified,Cleared
404,C_404,150.69,US,I,True,1,Business Owner,Savings,No,Verified,Cleared
405,C_405,125.45,US,I,False,1,Student,Family Support,No,Verified,Cleared
406,C_406,106.56,US,I,False,1,Consultant,Savings,No,Verified,Cleared
407,C_407,185.99,US,I,False,1,Software Developer,Salary,No,Verified,Cleared
408,C_408,194.29,US,I,False,1,Teacher,Savings,No,Verified,Cleared
409,C_409,130.28,US,I,False,1,Consultant,Unknown,No,Verified,Cleared
410,C_410,140.81,US,I,True,1,Software Developer,Investment,No,Verified,Cleared
411,C_411,181.0,US,I,False,1,Consultant,Business Income,No,Verified,Cleared
412,C_412,106.23,US,I,False,1,Engineer,Investment,No,Verified,Cleared
413,C_413,164.1,US,I,False,1,Software Developer,Savings,No,Verified,Cleared
414,C_414,112.73,US,I,True,1,Consultant,Unknown,No,Verified,Cleared
415,C_415,128.71,US,I,False,1,Teacher,Unknown,No,Verified,Cleared
416,C_416,182.99,US,I,False,1,Software Developer,Unknown,No,Verified,Cleared
417,C_417,105.55,US,I,False,1,Engineer,Salary,No,Verified,Cleared
418,C_418,103.59,US,I,False,1,Business Owner,Savings,No,Verified,Cleared
419,C_419,141.79,US,I,False,1,Teacher,Savings,No,Verified,Cleared
420,C_420,298.37,US,I,False,2,Engineer,Investment,No,Verified,Potential Match
421,C_421,372.67,US,I,False,2,Engineer,Salary,Yes,Pending,Cleared
422,C_422,343.44,US,I,False,2,Software Developer,Salary,No,Verified,Cleared
423,C_423,334.71,US,I,False,2,Consultant,Savings,No,Verified,Cleared
424,C_424,230.27,US,I,True,2,Business Owner,Savings,No,Pending,Cleared
425,C_425,397.34,US,I,False,2,Teacher,Salary,No,Verified,Cleared
426,C_426,282.23,US,I,False,2,Teacher,Salary,No,Verified,Cleared
427,C_427,322.35,US,I,False,2,Consultant,Business Income,No,Verified,Cleared
428,C_428,277.34,US,I,False,2,Business Owner,Investment,No,Verified,Cleared
429,C_429,209.41,US,I,False,2,Software Developer,Investment,No,Pending,Cleared
430,C_430,294.18,US,I,False,2,Teacher,Savings,No,Verified,Cleared
431,C_431,230.27,US,I,False,2,Business Owner,Investment,No,Verified,Cleared
432,C_432,206.49,US,I,False,2,Software Developer,Salary,No,Verified,Cleared
433,C_433,323.48,US,I,False,2,Software Developer,Investment,No,Verified,Cleared
434,C_434,325.99,US,I,False,2,Teacher,Salary,No,Verified,Cleared
435,C_435,221.06,US,I,False,2,Consultant,Savings,Yes,Verified,Cleared
436,C_436,309.83,US,I,False,2,Student,Savings,No,Verified,Cleared
437,C_437,269.33,US,I,False,2,Teacher,Savings,No,Verified,Cleared
438,C_438,276.68,US,I,False,2,Engineer,Unknown,No,Verified,Cleared
439,C_439,355.28,US,I,False,2,Engineer,Savings,No,Verified,Cleared
440,C_440,498.06,US,I,False,3,Software Developer,Savings,No,Verified,Cleared
441,C_441,576.26,US,I,False,3,Student,Unknown,No,Verified,Cleared
442,C_442,522.02,US,I,False,3,Teacher,Savings,No,Verified,Cleared
443,C_443,493.44,US,I,False,3,Engineer,Salary,No,Pending,Cleared
444,C_444,526.46,US,I,False,3,Engineer,Salary,Yes,Verified,Cleared
445,C_445,467.57,US,I,True,3,Teacher,Savings,No,Verified,Cleared
446,C_446,424.86,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared
447,C_447,536.51,US,I,False,3,Software Developer,Salary,No,Verified,Cleared
448,C_448,524.41,US,I,False,3,Teacher,Salary,No,Verified,Cleared
449,C_449,557.71,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared
450,C_450,425.42,US,I,False,3,Software Developer,Savings,No,Pending,Cleared
451,C_451,582.36,US,I,True,3,Student,Family Support,No,Verified,Cleared
452,C_452,559.87,US,I,True,3,Consultant,Salary,No,Verified,Cleared
453,C_453,583.38,US,I,False,3,Software Developer,Investment,No,Verified,Cleared
454,C_454,574.51,US,I,False,3,Student,Savings,No,Verified,Cleared
455,C_455,536.2,US,I,False,3,Consultant,Unknown,No,Pending,Cleared
456,C_456,562.05,US,I,False,3,Engineer,Salary,No,Verified,Cleared
457,C_457,503.8,US,I,False,3,Engineer,Investment,No,Verified,Cleared
458,C_458,557.1,US,I,False,3,Engineer,Salary,No,Verified,Cleared
459,C_459,437.83,US,I,False,3,Software Developer,Investment,No,Verified,Cleared
460,C_460,178.21,US,I,False,4,Business Owner,Business Income,No,Verified,Cleared
461,C_461,144.46,US,I,False,4,Consultant,Savings,No,Verified,Cleared
462,C_462,175.66,US,I,False,4,Engineer,Investment,No,Pending,Cleared
463,C_463,145.55,US,I,False,4,Teacher,Salary,No,Verified,Cleared
464,C_464,178.96,US,I,False,4,Consultant,Investment,No,Verified,Cleared
465,C_465,107.53,US,I,False,4,Consultant,Investment,Yes,Pending,Cleared
466,C_466,104.46,US,I,False,4,Business Owner,Savings,Yes,Verified,Cleared
467,C_467,193.43,US,I,False,4,Student,Unknown,No,Verified,Cleared
468,C_468,148.62,US,I,False,4,Business Owner,Savings,No,Verified,Cleared
469,C_469,190.11,US,I,True,4,Engineer,Salary,No,Verified,Cleared
470,C_470,194.48,US,I,False,4,Teacher,Savings,No,Verified,Cleared
471,C_471,166.65,US,I,False,4,Teacher,Salary,No,Verified,Cleared
472,C_472,157.18,US,I,False,4,Engineer,Salary,No,Pending,Cleared
473,C_473,121.6,US,I,False,4,Teacher,Salary,No,Verified,Cleared
474,C_474,109.35,US,I,False,4,Business Owner,Unknown,No,Verified,Cleared
475,C_475,181.94,US,I,False,4,Software Developer,Investment,No,Verified,Cleared
476,C_476,188.88,US,I,False,4,Business Owner,Business Income,No,Verified,Cleared
477,C_477,177.94,US,I,False,4,Software Developer,Unknown,No,Pending,Cleared
478,C_478,169.85,US,I,False,4,Engineer,Investment,No,Verified,Cleared
479,C_479,142.01,US,I,False,4,Teacher,Savings,No,Verified,Cleared
480,C_480,261.06,US,I,False,5,Consultant,Investment,No,Verified,Cleared
481,C_481,222.69,US,I,False,5,Student,Unknown,No,Verified,Cleared
482,C_482,285.19,US,I,False,5,Consultant,Savings,No,Verified,Cleared
483,C_483,313.2,US,I,False,5,Software Developer,Savings,No,Pending,Cleared
484,C_484,384.58,US,I,True,5,Business Owner,Savings,No,Verified,Cleared
485,C_485,387.15,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared
486,C_486,283.13,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared
487,C_487,219.84,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared
488,C_488,354.76,US,I,True,5,Student,Savings,No,Verified,Cleared
489,C_489,346.86,US,I,False,5,Engineer,Salary,No,Verified,Cleared
490,C_490,206.14,US,I,True,5,Business Owner,Business Income,No,Verified,Cleared
491,C_491,289.34,US,I,False,5,Software Developer,Investment,No,Verified,Cleared
492,C_492,337.28,US,I,False,5,Teacher,Salary,No,Verified,Cleared
493,C_493,206.03,US,I,False,5,Student,Savings,No,Verified,Cleared
494,C_494,383.86,US,I,False,5,Software Developer,Investment,No,Verified,Cleared
495,C_495,392.45,US,I,False,5,Software Developer,Salary,No,Verified,Cleared
496,C_496,344.51,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared
497,C_497,215.71,US,I,False,5,Teacher,Savings,Yes,Verified,Cleared
498,C_498,214.07,US,I,False,5,Business Owner,Savings,No,Verified,Cleared
499,C_499,271.85,US,I,False,5,Software Developer,Salary,No,Verified,Cleared
500,C_500,102.94,US,I,False,1,Engineer,Salary,No,Verified,Cleared
501,C_501,134.79,US,I,False,1,Student,Savings,No,Verified,Cleared
502,C_502,101.0,US,I,False,1,Engineer,Savings,No,Verified,Cleared
503,C_503,197.43,US,I,False,1,Student,Savings,No,Verified,Cleared
504,C_504,181.9,US,I,False,1,Business Owner,Business Income,No,Rejected,Cleared
505,C_505,107.05,US,I,False,1,Business Owner,Savings,No,Verified,Cleared
506,C_506,189.34,US,I,False,1,Student,Family Support,No,Verified,Cleared
507,C_507,120.8,US,I,False,1,Teacher,Savings,No,Verified,Cleared
508,C_508,120.48,US,I,False,1,Teacher,Unknown,No,Verified,Cleared
509,C_509,167.38,US,I,False,1,Business Owner,Business Income,No,Verified,Cleared
510,C_510,193.83,US,I,False,1,Business Owner,Investment,No,Verified,Cleared
511,C_511,112.32,US,I,False,1,Engineer,Salary,No,Verified,Cleared
512,C_512,100.72,US,I,False,1,Software Developer,Salary,No,Rejected,Cleared
513,C_513,136.91,US,I,False,1,Business Owner,Savings,No,Verified,Cleared
514,C_514,102.47,US,I,False,1,Student,Family Support,No,Verified,Cleared
515,C_515,160.48,US,I,False,1,Teacher,Salary,No,Verified,Cleared
516,C_516,185.92,US,I,False,1,Teacher,Savings,No,Verified,Cleared
517,C_517,118.7,US,I,False,1,Engineer,Savings,No,Verified,Cleared
518,C_518,111.24,US,I,False,1,Teacher,Salary,No,Verified,Cleared
519,C_519,134.44,US,I,False,1,Teacher,Salary,No,Verified,Cleared
520,C_520,391.83,US,I,False,2,Software Developer,Salary,No,Verified,Cleared
521,C_521,226.03,US,I,False,2,Consultant,Investment,No,Pending,Cleared
522,C_522,393.3,US,I,False,2,Student,Family Support,No,Verified,Cleared
523,C_523,272.45,US,I,False,2,Software Developer,Salary,No,Verified,Cleared
524,C_524,294.67,US,I,False,2,Consultant,Savings,Yes,Verified,Cleared
525,C_525,258.53,US,I,False,2,Teacher,Salary,No,Verified,Cleared
526,C_526,387.43,US,I,False,2,Engineer,Investment,No,Verified,Cleared
527,C_527,391.63,US,I,False,2,Engineer,Savings,No,Verified,Cleared
528,C_528,327.18,US,I,False,2,Teacher,Salary,No,Verified,Cleared
529,C_529,236.81,US,I,False,2,Business Owner,Investment,No,Verified,Cleared
530,C_530,398.59,US,I,False,2,Consultant,Business Income,Yes,Verified,Cleared
531,C_531,220.52,US,I,False,2,Teacher,Unknown,No,Verified,Cleared
532,C_532,316.17,US,I,False,2,Engineer,Investment,No,Verified,Cleared
533,C_533,231.28,US,I,False,2,Engineer,Investment,No,Verified,Cleared
534,C_534,379.54,US,I,False,2,Consultant,Salary,No,Verified,Cleared
535,C_535,389.14,US,I,False,2,Student,Family Support,No,Verified,Cleared
536,C_536,360.88,US,I,True,2,Teacher,Salary,No,Verified,Cleared
537,C_537,263.18,US,I,False,2,Software Developer,Savings,No,Verified,Cleared
538,C_538,248.57,US,I,False,2,Teacher,Unknown,No,Verified,Cleared
539,C_539,350.97,US,I,False,2,Student,Savings,No,Verified,Cleared
540,C_540,458.21,US,I,True,3,Consultant,Unknown,No,Pending,Cleared
541,C_541,483.96,US,I,False,3,Consultant,Investment,Yes,Verified,Cleared
542,C_542,409.25,US,I,True,3,Engineer,Savings,No,Verified,Cleared
543,C_543,426.45,US,I,False,3,Student,Savings,No,Verified,Cleared
544,C_544,404.11,US,I,False,3,Consultant,Salary,No,Pending,Cleared
545,C_545,415.58,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared
546,C_546,414.64,US,I,False,3,Teacher,Salary,No,Verified,Cleared
547,C_547,484.05,US,I,False,3,Engineer,Savings,No,Verified,Cleared
548,C_548,510.16,US,I,False,3,Software Developer,Salary,No,Verified,Cleared
549,C_549,548.18,US,I,False,3,Student,Family Support,No,Verified,Cleared
550,C_550,428.46,US,I,False,3,Engineer,Unknown,No,Verified,Cleared
551,C_551,484.44,US,I,False,3,Consultant,Savings,No,Pending,Cleared
552,C_552,527.39,US,I,False,3,Consultant,Investment,No,Verified,Cleared
553,C_553,416.91,US,I,False,3,Software Developer,Salary,No,Verified,Cleared
554,C_554,488.96,US,I,False,3,Software Developer,Investment,No,Verified,Potential Match
555,C_555,473.85,US,I,False,3,Software Developer,Investment,No,Verified,Cleared
556,C_556,589.79,US,I,False,3,Software Developer,Savings,No,Verified,Potential Match
557,C_557,411.57,US,I,False,3,Software Developer,Investment,No,Verified,Cleared
558,C_558,481.73,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared
559,C_559,483.45,US,I,False,3,Teacher,Savings,No,Verified,Cleared
560,C_560,172.82,US,I,False,4,Student,Family Support,No,Verified,Cleared
561,C_561,132.07,US,I,False,4,Engineer,Salary,No,Pending,Cleared
562,C_562,120.4,US,I,False,4,Software Developer,Investment,No,Verified,Cleared
563,C_563,129.33,US,I,False,4,Teacher,Savings,No,Verified,Cleared
564,C_564,147.09,US,I,False,4,Consultant,Salary,No,Verified,Cleared
565,C_565,195.03,US,I,False,4,Teacher,Salary,No,Verified,Cleared
566,C_566,179.65,US,I,False,4,Software Developer,Savings,No,Verified,Cleared
567,C_567,127.7,US,I,False,4,Engineer,Unknown,No,Verified,Cleared
568,C_568,155.82,US,I,False,4,Software Developer,Salary,No,Verified,Cleared
569,C_569,168.82,US,I,False,4,Teacher,Salary,Yes,Verified,Cleared
570,C_570,179.57,US,I,True,4,Consultant,Business Income,No,Pending,Cleared
571,C_571,144.62,US,I,False,4,Teacher,Salary,No,Verified,Cleared
572,C_572,139.88,US,I,False,4,Software Developer,Savings,No,Verified,Cleared
573,C_573,176.76,US,I,False,4,Student,Savings,No,Verified,Cleared
574,C_574,143.17,US,I,False,4,Teacher,Savings,No,Verified,Cleared
575,C_575,124.8,US,I,False,4,Student,Family Support,No,Verified,Cleared
576,C_576,145.34,US,I,True,4,Software Developer,Savings,No,Verified,Cleared
577,C_577,193.71,US,I,False,4,Teacher,Salary,No,Verified,Cleared
578,C_578,114.26,US,I,True,4,Consultant,Investment,No,Pending,Cleared
579,C_579,146.24,US,I,False,4,Business Owner,Savings,No,Verified,Cleared
580,C_580,327.46,US,I,False,5,Business Owner,Savings,No,Verified,Cleared
581,C_581,296.66,US,I,False,5,Student,Family Support,No,Verified,Cleared
582,C_582,240.73,US,I,False,5,Software Developer,Investment,No,Verified,Cleared
583,C_583,200.37,US,I,False,5,Student,Family Support,No,Verified,Cleared
584,C_584,339.8,US,I,False,5,Software Developer,Investment,No,Verified,Cleared
585,C_585,323.75,US,I,True,5,Software Developer,Salary,No,Verified,Cleared
586,C_586,201.56,US,I,False,5,Business Owner,Investment,No,Verified,Cleared
587,C_587,259.71,US,I,False,5,Consultant,Savings,No,Verified,Cleared
588,C_588,353.73,US,I,True,5,Consultant,Savings,No,Verified,Cleared
589,C_589,325.78,US,I,True,5,Teacher,Savings,No,Verified,Cleared
590,C_590,309.04,US,I,False,5,Student,Family Support,No,Verified,Cleared
591,C_591,231.24,US,I,False,5,Consultant,Investment,No,Verified,Cleared
592,C_592,341.26,US,I,False,5,Engineer,Salary,No,Verified,Cleared
593,C_593,294.29,US,I,False,5,Teacher,Salary,No,Verified,Cleared
594,C_594,335.64,US,I,False,5,Teacher,Salary,No,Verified,Cleared
595,C_595,352.02,US,I,False,5,Business Owner,Investment,No,Verified,Cleared
596,C_596,246.47,US,I,True,5,Student,Savings,No,Verified,Cleared
597,C_597,352.4,US,I,False,5,Consultant,Business Income,Yes,Verified,Cleared
598,C_598,256.02,US,I,False,5,Consultant,Savings,No,Verified,Cleared
599,C_599,396.8,US,I,False,5,Software Developer,Investment,No,Verified,Cleared
600,C_600,112.08,US,I,True,1,Teacher,Savings,No,Verified,Cleared
601,C_601,188.37,US,I,False,1,Student,Family Support,No,Verified,Cleared
602,C_602,104.05,US,I,False,1,Student,Savings,No,Verified,Cleared
603,C_603,125.66,US,I,False,1,Student,Family Support,No,Verified,Cleared
604,C_604,152.61,US,I,False,1,Software Developer,Salary,No,Verified,Cleared
605,C_605,158.16,US,I,False,1,Business Owner,Savings,No,Verified,Cleared
606,C_606,139.62,US,I,False,1,Consultant,Salary,No,Verified,Cleared
607,C_607,110.2,US,I,False,1,Student,Unknown,No,Verified,Cleared
608,C_608,125.26,US,I,True,1,Software Developer,Salary,No,Verified,Cleared
609,C_609,128.34,US,I,False,1,Business Owner,Investment,No,Verified,Cleared
610,C_610,175.52,US,I,False,1,Software Developer,Salary,No,Verified,Cleared
611,C_611,190.88,US,I,False,1,Engineer,Savings,No,Verified,Cleared
612,C_612,159.54,US,I,False,1,Teacher,Unknown,No,Verified,Cleared
613,C_613,103.55,US,I,False,1,Consultant,Salary,No,Verified,Cleared
614,C_614,179.22,US,I,False,1,Software Developer,Salary,No,Verified,Cleared
615,C_615,130.56,US,I,False,1,Software Developer,Salary,No,Verified,Cleared
616,C_616,133.99,US,I,False,1,Consultant,Business Income,No,Verified,Cleared
617,C_617,153.02,US,I,True,1,Teacher,Salary,No,Verified,Cleared
618,C_618,124.9,US,I,False,1,Engineer,Salary,No,Verified,Cleared
619,C_619,192.0,US,I,False,1,Business Owner,Investment,No,Verified,Cleared
620,C_620,232.71,US,I,True,2,Software Developer,Salary,No,Verified,Cleared
621,C_621,282.97,US,I,False,2,Teacher,Salary,No,Verified,Cleared
622,C_622,257.94,US,I,False,2,Business Owner,Business Income,No,Verified,Cleared
623,C_623,303.97,US,I,False,2,Business Owner,Business Income,No,Verified,Cleared
624,C_624,314.8,US,I,False,2,Business Owner,Savings,No,Verified,Cleared
625,C_625,325.43,US,I,False,2,Engineer,Investment,No,Pending,Cleared
626,C_626,306.28,US,I,False,2,Engineer,Salary,No,Verified,Cleared
627,C_627,282.16,US,I,False,2,Business Owner,Investment,No,Verified,Cleared
628,C_628,326.92,US,I,False,2,Student,Family Support,No,Verified,Cleared
629,C_629,280.68,US,I,False,2,Consultant,Investment,No,Verified,Cleared
630,C_630,355.71,US,I,False,2,Engineer,Unknown,No,Verified,Cleared
631,C_631,357.64,US,I,False,2,Student,Family Support,No,Verified,Cleared
632,C_632,258.45,US,I,False,2,Student,Savings,No,Verified,Cleared
633,C_633,274.36,US,I,False,2,Software Developer,Salary,No,Verified,Cleared
634,C_634,325.76,US,I,False,2,Consultant,Investment,Yes,Verified,Cleared
635,C_635,231.41,US,I,False,2,Business Owner,Savings,No,Verified,Cleared
636,C_636,339.41,US,I,False,2,Software Developer,Salary,No,Verified,Cleared
637,C_637,276.29,US,I,False,2,Software Developer,Salary,No,Verified,Cleared
638,C_638,318.21,US,I,False,2,Student,Unknown,No,Pending,Cleared
639,C_639,227.91,US,I,False,2,Student,Family Support,No,Verified,Cleared
640,C_640,533.65,US,I,False,3,Student,Family Support,No,Verified,Cleared
641,C_641,470.81,US,I,True,3,Business Owner,Savings,No,Verified,Cleared
642,C_642,494.53,US,I,False,3,Business Owner,Business Income,No,Pending,Cleared
643,C_643,483.02,US,I,False,3,Software Developer,Investment,No,Verified,Cleared
644,C_644,495.34,US,I,True,3,Software Developer,Salary,No,Verified,Cleared
645,C_645,538.94,US,I,False,3,Engineer,Investment,No,Verified,Cleared
646,C_646,463.65,US,I,False,3,Engineer,Investment,No,Verified,Cleared
647,C_647,530.41,US,I,False,3,Student,Savings,No,Verified,Cleared
648,C_648,412.04,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared
649,C_649,460.04,US,I,False,3,Business Owner,Savings,No,Verified,Cleared
650,C_650,549.04,US,I,False,3,Software Developer,Salary,No,Verified,Cleared
651,C_651,410.48,US,I,True,3,Consultant,Business Income,No,Verified,Cleared
652,C_652,524.23,US,I,False,3,Student,Family Support,No,Verified,Cleared
653,C_653,405.11,US,I,False,3,Engineer,Savings,No,Verified,Cleared
654,C_654,494.31,US,I,True,3,Consultant,Investment,Yes,Verified,Cleared
655,C_655,577.71,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared
656,C_656,402.02,US,I,False,3,Engineer,Salary,No,Verified,Cleared
657,C_657,505.37,US,I,False,3,Student,Savings,No,Verified,Cleared
658,C_658,413.29,US,I,False,3,Business Owner,Business Income,No,Pending,Cleared
659,C_659,573.42,US,I,False,3,Student,Unknown,No,Verified,Cleared
660,C_660,168.63,US,I,False,4,Software Developer,Salary,No,Verified,Potential Match
661,C_661,174.2,US,I,False,4,Consultant,Business Income,No,Verified,Cleared
662,C_662,166.9,US,I,False,4,Consultant,Investment,No,Verified,Cleared
663,C_663,100.64,US,I,False,4,Consultant,Business Income,No,Verified,Cleared
664,C_664,104.12,US,I,True,4,Teacher,Salary,No,Verified,Cleared
665,C_665,162.09,US,I,False,4,Student,Savings,No,Verified,Cleared
666,C_666,199.97,US,I,False,4,Consultant,Salary,No,Verified,Cleared
667,C_667,187.31,US,I,False,4,Software Developer,Savings,No,Verified,Cleared
668,C_668,169.97,US,I,False,4,Consultant,Salary,No,Verified,Cleared
669,C_669,172.71,US,I,True,4,Student,Savings,No,Verified,Cleared
670,C_670,122.67,US,I,False,4,Consultant,Salary,No,Verified,Cleared
671,C_671,175.16,US,I,False,4,Student,Family Support,No,Verified,Cleared
672,C_672,128.79,US,I,False,4,Business Owner,Unknown,No,Verified,Cleared
673,C_673,110.55,US,I,False,4,Software Developer,Investment,No,Verified,Cleared
674,C_674,146.09,US,I,False,4,Student,Savings,No,Verified,Cleared
675,C_675,133.02,US,I,False,4,Student,Family Support,No,Verified,Cleared
676,C_676,116.83,US,I,False,4,Teacher,Unknown,No,Pending,Cleared
677,C_677,142.17,US,I,False,4,Business Owner,Investment,No,Verified,Cleared
678,C_678,189.72,US,I,False,4,Software Developer,Salary,No,Verified,Cleared
679,C_679,143.53,US,I,True,4,Teacher,Savings,No,Verified,Cleared
680,C_680,289.46,US,I,False,5,Consultant,Investment,No,Verified,Cleared
681,C_681,341.77,US,I,False,5,Student,Family Support,No,Verified,Cleared
682,C_682,304.83,US,I,True,5,Software Developer,Savings,No,Verified,Cleared
683,C_683,225.84,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared
684,C_684,382.08,US,I,False,5,Teacher,Salary,No,Verified,Cleared
685,C_685,288.82,US,I,False,5,Student,Savings,Yes,Verified,Cleared
686,C_686,357.87,US,I,False,5,Engineer,Salary,No,Pending,Cleared
687,C_687,277.78,US,I,False,5,Software Developer,Salary,No,Verified,Cleared
688,C_688,361.37,US,I,False,5,Teacher,Salary,No,Verified,Cleared
689,C_689,277.91,US,I,False,5,Business Owner,Investment,No,Verified,Cleared
690,C_690,244.03,US,I,True,5,Teacher,Savings,No,Verified,Cleared
691,C_691,239.24,US,I,True,5,Teacher,Salary,No,Verified,Cleared
692,C_692,388.01,US,I,True,5,Teacher,Salary,No,Verified,Cleared
693,C_693,317.31,US,I,False,5,Consultant,Business Income,No,Verified,Cleared
694,C_694,209.96,US,I,False,5,Engineer,Unknown,No,Verified,Cleared
695,C_695,277.67,US,I,False,5,Business Owner,Investment,No,Verified,Cleared
696,C_696,246.81,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared
697,C_697,216.93,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared
698,C_698,237.35,US,I,False,5,Student,Family Support,No,Verified,Cleared
699,C_699,211.4,US,I,False,5,Software Developer,Salary,No,Verified,Cleared
700,C_700,163.81,US,I,False,1,Business Owner,Business Income,No,Verified,Cleared
701,C_701,117.34,US,I,False,1,Software Developer,Salary,No,Verified,Cleared
702,C_702,161.08,US,I,True,1,Business Owner,Business Income,No,Verified,Cleared
703,C_703,161.25,US,I,False,1,Engineer,Savings,No,Verified,Potential Match
704,C_704,170.49,US,I,False,1,Student,Savings,No,Verified,Cleared
705,C_705,151.21,US,I,False,1,Student,Savings,No,Verified,Cleared
706,C_706,128.44,US,I,False,1,Teacher,Savings,No,Verified,Cleared
707,C_707,187.75,US,I,True,1,Consultant,Business Income,No,Verified,Cleared
708,C_708,135.31,US,I,False,1,Student,Family Support,No,Verified,Cleared
709,C_709,145.83,US,I,False,1,Student,Savings,No,Verified,Cleared
710,C_710,163.19,US,I,False,1,Engineer,Savings,Yes,Verified,Cleared
711,C_711,151.61,US,I,False,1,Business Owner,Business Income,No,Verified,Cleared
712,C_712,195.65,US,I,False,1,Student,Family Support,No,Verified,Cleared
713,C_713,195.47,US,I,False,1,Student,Family Support,No,Verified,Cleared
714,C_714,192.98,US,I,False,1,Consultant,Investment,No,Verified,Cleared
715,C_715,193.41,US,I,False,1,Software Developer,Investment,No,Verified,Cleared
